over the last 10 years texas created 33 percent of the net new jobs nationwide	1
if you printed a 1 bill for the entirety of the 14 1 trillion national debt the resulting pile of money would weigh more than 136 aircraft carriers	1
wendy davis is the most popular politician in texas	0
kasim reed has kept every promise he made as a candidate	1
trade deals threaten indias role as the pharmacy of the developing world for new hiv medicines	1
says rejecting federal aid to expand medicaid in texas will send 9 billion in federal taxes paid by texans to other states to insure their working poor	0
never once did they house republicans actually cut spending or reduce the state budget even when they cut taxes in 2005 they increased spending they never paid for their tax cuts	1
when hillary clinton ran the state department 6 billion was missing how do you miss 6 billion you ran the state department 6 billion was either stolen they dont know	0
in 2006 i went out and authored a letter with 24 other senators asking for major reform of freddie and fannie warning of a meltdown and a bubble in the housing market	0
says for the duration of this recession not a single person in government middle management has lost a job or taken a pay cut	0
in the do nothing senate there are 352 house bills sitting on harry reids desk awaiting action including 55 introduced by democrats	1
after the auto bailout general motors is back on top as the worlds no 1 automaker	1
the white house branded the memorial service for the tucson shootings with a together we thrive logo and slogan	0
an audit of the last census found that over 370 000 people living in texas were not counted and our state lost an estimated 1 billion in federal funds as a result	0
no other public or private business in america except for the u s postal service must fund 100 percent of employee retirement and retirement health costs in advance	1
says gov chris christie has embarked on a tour to demand that new jerseys democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest	0
senate democrats who left the state for weeks to delay a vote on union bargaining power exercised a wisconsin filibuster provided by the states constitution	0
st pete beachs experiences are a fair example of what could happen if amendment 4 passes	1
documents released from the soviet union show the soviet union started treating president ronald reagan more seriously after reagan fired the air traffic controllers	0
freshman rep bob gibbs is spending his one year anniversary on vacation only working 6 days in all of january	0
i asked then secretary of state condoleezza rice how many people had died and she did not know the answer to that question	0
amanda murphy has two vacation homes around the world	0
mitch mcconnell opposed legislation to create and protect kentucky jobs help for the unemployed health care for kentucky s children and fair pay for women	0
nearly 60 percent of women who use birth control do so for more than just family planning	1
says president abraham lincoln enforced the fugitive slave act until the civil war ended	0
oil companies haven t touched 68 million acres where they already have rights to drill	0
says marilinda garcia supports 150 billion in new taxes	0
the cost saving measures we put into place at columbia hca drove down national health care inflation from 18 to 8 in seven years	0
sanctuary cities such as philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally	1
murder went up when romney was governor robbery went up violent crimes went up	1
on a cap and trade plan	0
every one of the mass shootings except two in america since 1950 have been in gun free zones	1
the sequester wont consider whether were cutting some bloated program that has outlived its usefulness or a vital service that americans depend on every single day it doesnt make those distinctions	1
when we go to vote they ask for drivers license and verify that you are a voter and a citizen in the state of texas	1
says jeanne shaheen voted for a measure that would have amounted to a new national energy tax	0
recent solar energy policies in georgia have resulted in rate hikes and did not result in solar becoming any more economically viable	0
the prosecution of state sen don balfour cost less than 100 excluding prosecutors salaries	1
of the 13 bill clinton speeches that fetched 500 000 or more only two occurred during the years his wife was not secretary of state	1
says state senate leaders have accepted 142 400 in campaign contributions from dentists and pharmacists during the past two years	1
roy barnes is like barack obama because theyre both doing a lot of apologizing	1
the rifle used by omar mateen shoots off 700 rounds in a minute	0
like marco rubio sen barack obama had one of the worst attendance records in the senate	1
bill mccollum also voted for numerous amendments to weaken the legislation even voting to make trains less accessible to those in wheelchairs	1
police officers in this state have that right to check the immigration status of people they arrest	1
if you sell your house after 2012 you will pay a 3 8 percent sales tax on it	0
we have more people working in the state of new jersey today than weve ever had in our history	0
when the constitution was written only 20 to 25 percent of the people in the country could vote	1
donald trump said he was excited for the 2008 housing crash that devastated millions of american families because he thought it would help him scoop up more real estate on the cheap	1
says allegations that he made unwanted sexual advances on a female sheriffs deputy were found by two separate judges to not have merit	0
says u s senate candidate tammy baldwin proposed a 3 9 trillion tax increase a tax increase so extreme that even nancy pelosi voted against it	1
workers in the united states are making less than they were almost 20 years ago and yet they are working harder	0
weve seen local union after local union rush to their school boards their city councils their technical school boards and rush through contracts in the past two weeks that had no contributions to the pension and no contribution to health care	0
the city of houston now has more debt per capita than california	1
says donald trump has given more money to democratic candidates than republican candidates	0
should democrats get their way every income tax bracket will increase on jan 1 2011 every single one	0
weve introduced a bill that includes 12 billion in cuts over the next week	1
any floridian who has ever requested an absentee ballot henceforth gets one automatically	0
says millions of dollars in tax breaks were paid for by busting unions cutting badgercare and raising taxes on the poor and the middle class thanks to elizabeth coggs help	0
by age 65 the average woman will have lost 431 000 throughout her working career was a result of the pay gap	1
sen george lemieux voted to let oil companies off the hook and overturn pollution rules	1
obama couldn t have afforded his home without rezko s help	0
once people become citizens under the dream act and turn 21 they can sponsor their illegal immigrant parents for legalization	1
our children do not spend any time in school learning about our own u s constitution	0
obama opposed exploring for energy in alaska	1
mcdonalds hamburgers are only 15 percent real beef the other 85 percent is meat filler cleansed with ammonia which causes stomach and intestinal cancer	0
this is the worst jobs recovery since the great depression	0
theaffordable care actalters the sensible doctor patient relationship centered health care program we see today	0
says gm used taxpayer dollars to prop up operations in china	0
after initially agreeing with republicans on an amount for zika funding democrats derailed it	1
in 1913 it was legal to mail children	0
there is debate among constitutional scholars about whether the first amendment will continue to protect faith leaders from being forced to perform marriages against their religious beliefs	0
15 years ago cancer drugs cost an average of 10 000 a year now its 10 000 a month	1
it costs 10 000 a year to keep a child in school it costs 30 000 a year to keep someone in prison	1
jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce	0
president ronald reagan sent troops into conflict only in one circumstance which was in grenada we were in a peacekeeping setting in lebanon	0
u s sen kay bailey hutchison has voted nine separate times to raise the national debt ceiling	1
mitt romney has 15 homes	0
the trans pacific partnership was designed for china to come in as they always do through the back door and totally take advantage of everyone	0
one of the biggest polluters in our country is the milwaukee metropolitan sewerage district	0
there are cities and counties in georgia that dont have websites and where elected officials dont have email addresses	1
says there are ohio turnpike workers getting paid 66 000 a year to collect tolls that machines might collect	1
in the 1980s the lowest income people had the biggest gains	0
under obamacare 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours	0
at the beginning of the last decade america had a budget surplus of over 200 billion by the time i took office we had a one year deficit of over 1 trillion and projected deficits of 8 trillion over the next decade	1
says the estate tax is a threat to family farms	0
mike martinez has voted to raise taxes and utility rates while ending free bus service for seniors	1
fifty six percent decline in overall crime a 73 percent decline in motor vehicle theft a 67 percent decline in robbery a 66 percent decline in murder this is way beyond what happened in the nation during this period of time crime rudy giuliani attorney new york republican 9 11 10 7 3 new york n y 5122 json mostly true in 1958 there were 16 states in this country that prohibited prohibited an african american and a caucasian from being married civil rights gays and lesbians marriage sheila oliver assemblywoman new jersey democrat 0 1 1 3 0 a news conference 11191 json true says donald trump has changed his mind on abortion abortion carly fiorina california republican 5 5 4 3 2 the first republican presidential debate 10315 json mostly true it has been many years if ever since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults corrections and updates criminal justice public safety lc buster evans assistant commissioner georgia none 0 0 0 1 0 in a press release 1964 json mostly true says u s rep michael mccaul is the sixth richest person in congress candidates biography ted ankrum retired texas democrat 0 1 0 1 0 a speech 624 json true mccain is raising campaign cash with one of jack abramoff s closest business partners scandal plagued conservative activist ralph reed	1
on day one six people were able to sign up for health insurance through the federal marketplace	1
the poorest counties in the u s are in appalachia and happen to be more than 90 percent white	1
when terrorists killed more than 250 americans in lebanon under ronald reagan the democrats didnt make that a partisan issue	1
says kids who start in the ninth grade in the city of newark this past september 23 percent of them will graduate in four years	0
we cut property taxes for seniors and our middle class	1
about 800 people refused to get a drug screening because they are out there on drugs	0
i never proposed privatizing the milwaukee county airport	1
obama s plan for health care reform ends exorbitant out of pocket expenses deductibles or co pays	1
last year exxonmobil made 19 billion in profit guess what they paid zero in taxes they got a 156 million refund from the irs	0
hillary clinton says she wants to raise taxes on the middle class	0
in the last two years we have reduced the deficit by 2 5 trillion	0
says that as wisconsin governor we ended welfare	1
alison alter got an f in attendance in 2016 as an austin parks board member and was removed by a unanimous vote of the austin city council	0
i have a very conservative voting record	1
isis is making millions of dollars a week selling libyan oil	0
john mccain has given erratic and inconsistent answers on when troops should return from iraq	0
a bag of cheetos costs less to buy than an apple and in some milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option	1
big rooftop solars plan forces nevada families who dont have solar panels to pay higher power bills to subsidize rooftop solar	1
says ohio law gives tax breaks to rich people who own private jets	1
three years after getting the 100 million from mark zuckerberg less than two thirds of students in cory bookers newark graduate	0
senator obama has the most liberal voting record in the united states senate	0
one man new castle del county executive chris coons thought property taxes should be hiked almost 50 percent	1
says hes taken an 8 pay decrease in each of the nine years he has been in office	1
here in florida ive slashed government by 10 percent that s 7 billion	0
i helped to invent a system that saved over a billion dollars on welfare	1
if you look at states that are right to work they constantly do not have budget deficits and they have very good business climates	0
democrats rang up a 1 42 trillion budget deficit in 2009 the single largest in american history	1
to vote in mexico every eligible mexican citizen has to have a tamper proof photo id card with a thumbprint and an embossed hologram	1
i believe we should have tax on carbon and deal aggressively with climate change that is not hillary clintons position	1
tim kaine as governor proposed tax increases on people earning as little as 17 000	1
on a single payer healthcare system	1
property taxes are now 18 higher than when mark sharpe first took office	0
says paul ryans budget relies on the same 700 billion in savings from medicare that mitt romney and other republicans have been attacking democrats about	1
when we look at the number of murders in the united states in 2009 we had 9 500 people murdered when we look around the world we see large countries the u k germany japan had 200 or less killed in a year	1
says hesso bipartisan that 12 of my bills were signed into law by democratic president bill clinton	1
u s global aids spending helped reduce political instability and violence by 40 percent in recipient nations	0
says barack obama promised to halve the deficit in his first term	1
medicare will be bankrupt in nine years	0
almost every country on earth sees america as stronger and more respected today than they did eight years ago when i took office	1
donna shalala left me with 12 million doses of smallpox vaccine and i created enough to vaccinate every man woman and child against smallpox in america	1
the barber regulation here in missouri is 10 000 words long the book of revelation is also 10 000 words long	1
theres never been a u s supreme court vacancy in the last i think 30 years lasting longer than 237 days	1
scientists are questioning the original idea that man made global warming is what is causing the climate to change it is more and more being put into question	0
says the federal government could save 175 587 by eliminating a study of the connection between cocaine and risky sex habits of the japanese quail	1
we had no domestic attacks under bush	0
under gov scott walker unemployment is increasing in wisconsin at twice the rate it is nationally	0
says paul workman voted in the democrat primary supporting democrats with his vote	1
says john boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy	0
george allen voted to end pell grants for 84 000 students	1
on the status of illegal immigrants	1
while states used to have regulatory power over fishing federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep	0
rep david cicilline is responsible for the federal loan guarantee to solyndra the failed solar company	0
paul ryan is one of only six house republicans who voted for teddy kennedys bill to force christian employers to hire lgbt employees	0
says the d c citycouncilpasseda lawbanninglethalrat trapping	0
under rosemary lehmberg the travis county d a s office convened the grand jury that indicted rick perry	0
a photo from the russia finland hockey game shows a sad vladimir putin and dmitry medvedev	0
in the last five years 28 000 people have been killed along the u s mexico border	0
the chilean privatization scheme that sharron angle supports has resulted in hidden fees fewer benefits and millions of people with no coverage	0
revenues are 15 percent of gdp its still in the range of the lowest its ever been	1
i started with a 3 7 billion budget deficit now we are projecting a 1 2 billion surplus	1
african american youth unemployment is 51 percent hispanic youth unemployment is 36 percent	1
says house republicans spent 50 million on 33 votes to repeal obamacare	0
the tax burden on virginia families was lower under tim kaine than under george allen	0
wisconsins lawsuit rules are so anti business that the states system is one of the most promiscuous in america	0
ever wonder why no one ever came forward from obamas past saying they knew him attended school with him was his friend etc not one person has ever come forward from his past	0
the democrats have already voted to ban our conventional light bulbs in favor of dangerous fluorescent light bulbs	0
on in state tuition for illegal immigrants	0
says lloyd doggett voted for the health care stimulus and cap and trade bills	1
the american people say dont touch social security dont touch medicare dont cut defense thats 84 percent of the federal budget	1
children are crossing the border because president barack obama said if you come youre going to be able to stay because were not going to enforce the law	0
latinos in nevada support educational savings accounts helping more than 450 000 students access better schools but catherine cortez masto is against it	1
since 2000 only 10 cases of in person voter fraud have been proven nationally	1
when jim doyle was governor and mary burke was commerce secretary wisconsin saw billions in middle class tax hikes on nursing home beds gas phones and garbage	0
if congress fails to act the obama administration intends to give away control of the internet to an international body akin to the united nations	0
says if elected he would be the first mayor who lives east of 82nd	1
the federal deficit would pay for 40 gallons of new hampshire maple syrup for everyone in the united states	1
the florida house is holding the final public hearing of a controversial education bill in the middle of spring break when they hope teachers are not watching or listening	0
congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure	1
in new orleans nearly100 percent of our kids are in charter schools	1
ive been involved in prosecuting a terrorist member of isis	0
the jewish holiday purim is their version of halloween here	0
we have more hospitals that are childrens hospitals than any other state in the union	0
the newly proposed house republican budget abolishes medicare within 10 years	0
romney signed government mandated health care with taxpayer funded abortions	0
foster children are disproportionately victims of identity theft	0
the wisconsin unemployment rate was higher than the u s rate during only three months when mary burke was state commerce secretary	0
a letter from bp to the minerals management service actually recommends improvements and specific recommendations around safety regulations should they choose to change them	0
mitt romney supervised a company guilty of massive medicare fraud	1
after laying off 30 000 people carly fiorina said that in retrospect i would have done them all faster	1
400 bills have my name on them either as a sponsor or a co sponsor you dont get that done unless you work with folks on the other side	1
says rick perry and the republican controlled texas legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session reducing their abilities to fight recent wildfires	0
60 percent of people on food assistance are working	1
discretionary spending went up 84 percent in the last two years	0
rhode island charter schools are nationally recognized as outperforming their counterparts across the country	1
minnesotas advantage in economic growth has been having republicans in charge of at least one part of government for all but two years while wisconsin democrats for many years before 2011 controlled both legislative chambers and the governorship	0
there are more words in the irs code than there are in the bible	1
barack obama has provided guns to mexican drug cartels	1
i have always been focused on reining in the deficit	0
on changing the rules governing judicial conflicts of interest	1
says russ feingold wanted to get money out of politics now hes profiting from that same dark money	1
travis county is surrounded by red counties	1
says bill nelson voted to cut 700 billion out of medicare to pay for obamacare	0
seventy percent of the people in the state of new jersey want marriage equality	0
6 4 million more americans living in poverty under president obama	1
pinnacle overlook in southwest virginia is closer to eight other state capitals than to richmond	1
in iran in 1979 the extremists hijacked the broad based popular revolution against the shah and established a brutal theocracy	1
economic development commission executive director keith stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 studios	1
the so called defense minister of the peoples republic of donetsk actually posted a bragging social media posting of having shot down a military transport and then when it became apparent it was civilian they pulled it down from social media	1
under the cap and trade bill homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold	0
the buffett rule will bring in less than 5 billion per year enough to pay one weeks interest on the national debt	1
our graduation rate is the highest it s ever been	1
the average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old	1
sen robert gordon cost us money exempting the newark sports arena from paying property taxes and sticking us with the bill	0
says donna campbell is pushing a 35 percent sales tax extending to medicine groceries and real estate	0
the health care reform bill on page 16 outlaws private insurance	0
on the day the house voted on the climate change bill there was not even a copy of the bill in the well of the house which is standard it wasnt even written	0
the wisconsin law repealed by republicans which allowed discriminated workers to sue in state court was kind of a gravy train for lawyers	0
says wisconsin gov scott walker is denying democrats the right to vote	0
texas house speaker joe straus said i do not care if wallace hall swings from a tree	0
in 1978 a student who worked a minimum wage summer job could afford to pay a years full tuition at the 4 year public university of their choice	1
says credit rating agencies realize that our instability stems in large part from oregons kicker system	0
in afghanistan the military leadership has proposed a new medal an award for courageous restraint for not firing back	1
tim kaine doubled down in his support of devastating defense cuts saying the the deal was the right thing to do	1
there are twice as many gun shops as mcdonalds in the united states	1
the war in afghanistan is officially the longest war americans have ever been asked to endure	1
says female genital mutilation is a central african problem not an islamic problem as bill maher suggested	1
this is the same farm bill we voted on a few weeks ago with the exception of one or two sentences	0
the department of health and human services is providing 160 million to the state of pennsylvania to set up a new high risk insurance pool program that would cover any abortion legal in the state	0
and it s going to be difficult for us to do this as long as we re spending 275 million a day on a war that should have never been authorized	1
lindsay parkhurst wants to take away programs like social security and medicare that seniors have earned throughout their lifetimes	0
says mitt romney opposes requiring employers to cover contraception and would eliminate funding for planned parenthood	1
the usafreedom act undercuts privacy becausethe phone records will be in the hands of the phone companies with hundreds of people available to look at the records versus 20 or 30 people in the government	0
the fact is over 2 4 million jobs have been lost since the stimulus bill was signed into law in february of 2009	1
says secretary of state john kerry when he was a senator flew to managua and met with a communist dictator there daniel ortega and accused the reagan administration of engaging in terrorism	1
says barack obamas regulatory adviser cass sunstein wants to ban hunting and says animals should be represented in court	1
a couple of debates ago donald trump said if you dont support socialized health care youre heartless	0
nearly 2 000 high schools roughly 12 percent of all secondary schools in the united states produce about half of the nations dropouts	1
theres a tax credit of 2 400 to bond former inmates that an employer would get for hiring a convicted felon theres a federal bonding program you can get 5 000 to 25 000 in federal money to hire a convicted felon and theres federal grants for felons to set up their own small businesses	0
its just crazy that the government will make it illegal to use the old incandescent bulbs	0
on gay marriage	0
says that according to a study under obamas health care initiative nearly 90 percent of people in wisconsin with health insurance will have their costs go up by more than 30 percent	0
floridas proposed amendment for medical marijuana would allow people who alleged minor ailments such as muscle spasms neck pain back pain and even menstrual cramps to qualify for government sanctioned pot smoking	1
in the past 20 years egypt has made great strides in political and democratic reform	0
when i was secretary of state i had a very high approval rating	1
says people who signed recall petitions against wisconsin state sen jim holperin received harassing phone calls from out of state telemarketers claiming to represent the democratic party and insinuating foul play by petition circulators	1
there is no record of congresswoman betty sutton ever holding a single in person town hall meeting open to the general public	0
says obama has doubled the stock market from where we started when he was sworn into office	0
says florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under obamacare	1
we know how to stop aids persuade men not to have sex with men	0
a state bill would end a longstanding requirement that local governments repair highways and sidewalks and block injured citizens from suing over neglected maintenance	0
says the national labor relations board told boeing that it cant build a factory in a non union state	0
a proposed u s labor department rule for children working on farms would even ban youth from operating a battery powered screwdriver or a pressurized garden hose	0
the goal of common core is to instill federally determined attitudes and mindsets in students including political and religious beliefs	0
labor union president andy stern is the most frequent visitor at the white house	0
says david perdue built his business career outsourcing american jobs	1
we spent 223 million on a bridge in alaska to an island with 50 people on it	0
in the united states weve had 12 years in a row of wages declining	1
in wisconsin deaths from domestic violence are at the highest in 10 years	1
number of americans killed by terrorism in the last decade 24 number of americans killed by guns in the last decade 280 024	1
says that during president barack obamas tenure the united states has created 15 million new jobs	1
north korea is telling its people that their mens national team is in the world cup final	0
company may close all because government essentially says if they dont hire a lifeguard to watch their workers they cant stay open	1
a few weeks ago the education committee in congress is deciding whats going to be in your local salad bar	0
every major newspaper in texas calls david dewhurst a moderate	0
mitt romneys pledged to protect oil companies record profits and their billions in special tax breaks too	1
clinton aides admit it a gas tax holiday won t do much for you but would help her politically	0
says john kitzhaber wants a sales tax so people without jobs pay taxes	0
says one out of three u s homeless men is a veteran	0
his true name is barak hussein muhammed obama	0
victory republicans by 2 to 1 vote to endorse mark neumann on first ballot at gop convention	0
the state department says the 42 000 jobs created by the keystone xl pipeline are ongoing enduring jobs	0
the decision to cancel the trademark of the washington redskins is not the patent and trademark office this is barack obama	0
unions dont have to comply with obamacare	0
says comprehensive immigration reform will add 700 billion to our economy	1
the entire state of florida led the nation last year with the most prison inmates committing tax fraud	1
recent reports state that the u s customs and border protection has apprehended several members of known islamist terrorist organizations crossing the southern border in recent years	1
the cathedral of christ the king is one of the archdiocese of atlantas largest and fastest growing parishes	1
says u s rep sean duffy is among seven tea party freshmen who spent an average of 15 000 on cars for themselves	0
says jeb bush and marco rubio had it set so that the winner takes everything because they wanted to make sure that i didnt get anything in the florida primary	0
high school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court	1
says scott browns carrying some big oil baggage because he collected over 400 000 in campaign contributions	1
more than half of the births in texas are paid for by medicaid	1
we do know that romney personally approved over 70 million in fictional losses to the irs as part of the notorious son of boss tax scandal one of the largest tax avoidance schemes in history	1
says georgia democratic senate hopeful michelle nunn supports higher taxes	0
says kelly ayotte voted again yesterday against a proposal to expand background checks buyers can continue to simply go online or to gun shows to purchase guns without background checks	1
montana democratic sen jon tester is the largest recipient of lobbyist money	1
we have been confronted with an unexpected storm that has hit the metropolitan area	0
in the health care bill the health choices commissioner will decide health benefits for you you will have no choice none	0
says barack obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term that simply has not happened	1
there are more guns than there are people in the united states	1
today and every day an estimated 14 000 americans will lose their health insurance coverage	0
marijuana is less toxic than alcohol	1
hypocrisy at the clinton foundation top male staff made on average 218 029 while top female staff made 153 014 from 2010 2014	1
what the obama administration is going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants	0
in renewable and advanced energy manufacturing projects ohio now ranks first among the 50 states	1
says democrats cut 35 million from the state budget for information technology improvements	0
americans now support strikes against isis but the support for ground troops is not there the support is very thin	1
on his half pay pledge	1
state rep elena parent supported governor nathan deals plan to slash the hope scholarship	0
risk analysts listed donald trump a donald trump presidency as one of the top threats facing the global economy ahead of terrorism	1
says jimrenacci has consistently voted for loopholes that encourage outsourcing of our jobs	1
